"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
9.134102618E1,-1.592144072E-1,2.407369852E0,9.386467934E0,9.691571550E0
9.135088018E1,4.548983276E-2,2.440888643E0,9.191340446E0,9.510033959E0
9.136086718E1,-2.358288616E-1,2.395398855E0,9.142259598E0,9.453806719E0
9.137102818E1,-2.513911761E-2,2.358288765E0,9.416395187E0,9.707247612E0
9.138092918E1,-1.041477770E-1,2.457648039E0,9.271546364E0,9.592312162E0
9.139107418E1,-1.316810995E-1,2.512714624E0,9.139864922E0,9.479884255E0
9.140093518E1,-2.011129409E-1,2.482787132E0,9.520543098E0,9.841007024E0
9.141090318E1,6.943184882E-2,2.412158251E0,9.230844498E0,9.541059603E0
9.142101718E1,-4.584896266E-1,2.431311846E0,9.051279068E0,9.383343903E0
9.143098518E1,-4.668693244E-2,2.363077164E0,9.515754700E0,9.804891680E0
9.144098418E1,-3.711012751E-2,2.382230759E0,9.051279068E0,9.359596856E0
9.145117518E1,-3.148375154E-1,2.604891539E0,9.332598686E0,9.694430402E0
9.146103818E1,-3.950432688E-2,2.366668463E0,9.400833130E0,9.694242814E0
9.147089818E1,-2.669534981E-1,2.422932148E0,8.905233383E0,9.232824377E0
9.148092518E1,-8.738835901E-2,2.437297344E0,9.558850288E0,9.865073436E0
9.149101118E1,-2.106897533E-1,2.437297344E0,9.296685219E0,9.613176612E0
9.150095818E1,-5.147533491E-2,2.464830637E0,9.240421295E0,9.563651264E0
9.151091918E1,-3.567360640E-1,2.188300371E0,9.606734276E0,9.859272923E0
9.152090418E1,3.830722719E-2,2.195482969E0,8.853757858E0,9.121986687E0
9.153090718E1,-3.100491166E-1,2.570175409E0,9.543288231E0,9.888189033E0
9.154084018E1,-9.696517140E-2,2.342726469E0,9.362525940E0,9.651666257E0
9.155113018E1,-8.858546615E-2,2.590526342E0,8.942343712E0,9.310434210E0
9.156088118E1,-2.849099934E-1,2.227804661E0,9.349357605E0,9.615340604E0
9.157085918E1,-1.077390742E-2,2.565387011E0,9.643844604E0,9.979231701E0
9.158087318E1,-2.047042400E-1,2.395398855E0,8.851364136E0,9.172049202E0
9.159095818E1,-2.142810524E-1,2.402581453E0,9.318233490E0,9.625372169E0
9.160091018E1,-1.125274822E-1,2.470816135E0,9.654618263E0,9.966406003E0
9.161085818E1,-2.813186944E-1,2.375048161E0,8.980650902E0,9.293658300E0
9.162085418E1,-6.464344263E-2,2.548627615E0,9.489418030E0,9.825921638E0
9.163100318E1,-2.082955539E-1,2.268506050E0,9.313444138E0,9.588000232E0
9.164099418E1,-9.337386489E-2,2.603694439E0,9.391256332E0,9.745955003E0
9.165117318E1,-1.364694983E-1,2.282871246E0,9.095572472E0,9.378676007E0
9.166091118E1,-8.499415964E-2,2.536656618E0,9.538499832E0,9.870401707E0
9.167093318E1,1.316810958E-2,2.443282843E0,9.375694275E0,9.688831074E0
9.168089818E1,-1.077390760E-1,2.257732153E0,8.898050308E0,9.180646027E0
9.169086618E1,-2.681505978E-1,2.643198729E0,9.817423820E0,1.017055626E1
9.170091318E1,-7.182605099E-3,2.433706045E0,9.002198219E0,9.325371279E0
9.171115718E1,-1.508347094E-1,2.323572636E0,9.080010414E0,9.373810859E0
9.172096618E1,-2.082955539E-1,2.422932148E0,9.551667213E0,9.856385432E0
9.173091018E1,-1.951274425E-1,2.495955229E0,9.295488358E0,9.626732105E0
9.174092418E1,-2.741360962E-1,2.366668463E0,9.159018517E0,9.463820074E0
9.175095618E1,1.915361360E-2,2.460042238E0,9.534908295E0,9.847164610E0
9.176098318E1,-1.592144072E-1,2.454056740E0,9.476250648E0,9.790151687E0
9.177089118E1,-2.573766708E-1,2.434903145E0,9.167398453E0,9.488740194E0
9.178097718E1,-6.943184882E-2,2.475604534E0,9.272743225E0,9.597770861E0
9.179086518E1,-1.041477770E-1,2.578555346E0,9.525331497E0,9.868725073E0
9.180091618E1,3.112462163E-2,2.270900249E0,9.293093681E0,9.566584911E0
9.181086318E1,-1.903390288E-1,2.576161146E0,9.557653427E0,9.900584540E0
9.182085918E1,-8.738835901E-2,2.476801634E0,9.487024307E0,9.805397150E0
9.183199518E1,-1.161187813E-1,2.505532026E0,9.166201591E0,9.503179780E0
9.184090418E1,-2.621650994E-1,2.363077164E0,9.408015251E0,9.703793855E0
9.185086218E1,4.788403399E-3,2.463633537E0,9.382876396E0,9.700921740E0
9.186085918E1,-2.430114746E-1,2.375048161E0,9.020154953E0,9.330761154E0
9.187083818E1,-2.382230759E-1,2.445677042E0,9.447520256E0,9.761850512E0
9.188094318E1,1.197100850E-3,2.436100245E0,9.534908295E0,9.841192104E0
9.189089518E1,-1.759738177E-1,2.381033659E0,9.151836395E0,9.458139218E0
9.190100718E1,-2.920926213E-1,2.530671120E0,9.725247383E0,1.005336019E1
9.191219118E1,-1.017535701E-1,2.364274263E0,9.406818390E0,9.699916433E0
9.192091318E1,-1.891419291E-1,2.443282843E0,9.193734169E0,9.514733506E0
9.193087618E1,-1.065419763E-1,2.473210335E0,9.611522675E0,9.925194642E0
9.194085718E1,4.668693244E-2,2.328361034E0,9.245209694E0,9.534010020E0
9.195089418E1,-2.286462635E-1,2.512714624E0,9.290699959E0,9.627207260E0
9.196088018E1,-3.950432688E-2,2.448071241E0,9.470264435E0,9.781642084E0
9.197085218E1,-1.999158412E-1,2.221819162E0,9.318233490E0,9.581540696E0
9.198088318E1,-3.591302549E-3,2.634819031E0,9.533711433E0,9.891103979E0
9.199139518E1,-2.837128937E-1,2.425326347E0,9.463082314E0,9.773056214E0
9.200091618E1,-7.302315533E-2,2.313995838E0,9.317035675E0,9.600367852E0
9.201186118E1,-2.274491638E-1,2.565387011E0,9.423578262E0,9.769174525E0
9.202086118E1,-7.302315533E-2,2.287659645E0,9.411606789E0,9.685920781E0
9.203104318E1,-3.303998411E-1,2.627636433E0,9.552865028E0,9.913166372E0
9.204090218E1,1.795651205E-2,2.424129248E0,9.188945770E0,9.503338856E0
9.205087418E1,-3.770867586E-1,2.420537949E0,9.552865028E0,9.861968801E0
9.206086718E1,5.865794048E-2,2.570175409E0,9.625887871E0,9.963280569E0
9.207097818E1,-2.477998734E-1,2.483984232E0,9.783905029E0,1.009734520E1
9.208087918E1,4.668693244E-2,2.316390038E0,9.400833130E0,9.682123012E0
9.209091918E1,-1.496376097E-1,2.589329243E0,9.288305283E0,9.643631700E0
9.210090318E1,-8.499415964E-2,2.397793055E0,9.502586365E0,9.800805230E0
9.211094918E1,-3.040636182E-1,2.363077164E0,9.429563522E0,9.725906466E0
9.212092118E1,-3.351882473E-2,2.493561029E0,9.451110840E0,9.774582663E0
9.213086218E1,-2.537853718E-1,2.418143749E0,9.411606789E0,9.720605359E0
9.214088318E1,-1.280897856E-1,2.487575531E0,9.775525093E0,1.008788035E1
9.215108618E1,-6.224924326E-2,2.512714624E0,9.197325706E0,9.534590180E0
9.216087318E1,-3.268085420E-1,2.276885748E0,9.408015251E0,9.685131052E0
9.217088318E1,-1.029506698E-1,2.616862535E0,9.838972092E0,1.018154901E1
9.218133918E1,-1.472434103E-1,2.258929253E0,9.010578156E0,9.290584518E0
9.219099118E1,-7.900865376E-2,2.551021814E0,9.713275909E0,1.004299176E1
9.220101118E1,-1.089361757E-1,2.376245260E0,9.488221169E0,9.781858186E0
9.221088718E1,-1.699883193E-1,2.450465441E0,9.324218750E0,9.642340598E0
9.222102318E1,-1.173158810E-1,2.507926226E0,9.544485092E0,9.869176898E0
9.223099418E1,-4.548983276E-2,2.358288765E0,9.478644371E0,9.767716946E0
9.224091918E1,-1.544260085E-1,2.419340849E0,9.379284859E0,9.687519909E0
9.225132018E1,-1.340752989E-1,2.509123325E0,9.479841232E0,9.807194596E0
9.226086618E1,-1.137245819E-1,2.296039343E0,9.417592049E0,9.694110064E0
9.227086718E1,-1.628057212E-1,2.644395828E0,9.585186958E0,9.944603764E0
9.228111118E1,-2.082955539E-1,2.412158251E0,9.518148422E0,9.821254698E0
9.229124318E1,7.900865376E-2,2.284068346E0,9.258378029E0,9.536287239E0
9.230102918E1,-2.609679997E-1,2.661155224E0,9.451110840E0,9.822084683E0
9.231115818E1,-1.185129806E-1,2.263717651E0,9.685743332E0,9.947466352E0
9.232096418E1,-1.053448766E-1,2.592920542E0,9.394847870E0,9.746666147E0
9.233090818E1,-1.927332431E-1,2.346317768E0,9.419986725E0,9.709711791E0
9.234094518E1,-1.137245819E-1,2.359485865E0,9.698910713E0,9.982433363E0
9.235110518E1,-8.978256583E-2,2.361880064E0,9.211690903E0,9.510088729E0
9.236094418E1,-2.059013397E-1,2.482787132E0,9.572018623E0,9.890913397E0
9.237127318E1,-1.041477770E-1,2.317587137E0,9.470264435E0,9.750280271E0
9.238089718E1,3.471592441E-2,2.552218914E0,9.445125580E0,9.783937030E0
9.239111418E1,-2.681505978E-1,2.466027737E0,9.425971985E0,9.746904401E0
9.240154618E1,-4.309562966E-2,2.376245260E0,9.460687637E0,9.754640400E0
9.241096118E1,-1.316810995E-1,2.534262419E0,9.616311073E0,9.945514797E0
9.242102018E1,-1.484405100E-1,2.315192938E0,9.419986725E0,9.701458799E0
9.243087118E1,-1.508347094E-1,2.488772631E0,9.552865028E0,9.872890690E0
9.244113818E1,-1.963245422E-1,2.510320425E0,9.536105156E0,9.862938381E0
9.245095818E1,-2.214636505E-1,2.419340849E0,9.421183586E0,9.729386232E0
9.246106818E1,-5.386953801E-2,2.427720547E0,9.598354340E0,9.900764365E0
9.247090718E1,-8.499415964E-2,2.438494444E0,9.370905876E0,9.683354589E0
9.248088018E1,-1.532289088E-1,2.488772631E0,9.329007149E0,9.656492256E0
9.249085518E1,-7.661445439E-2,2.275688648E0,9.412803650E0,9.684291463E0
9.250110218E1,-1.304839998E-1,2.658761024E0,9.700108528E0,1.005873460E1
9.251113418E1,-1.675941236E-2,2.254140854E0,9.216479301E0,9.488146425E0
9.252133318E1,-3.040636182E-1,2.616862535E0,9.888052940E0,1.023298662E1
9.253129918E1,-1.041477770E-1,2.408566952E0,9.569623947E0,9.868624221E0
9.254091818E1,-1.412578970E-1,2.458845139E0,9.519346237E0,9.832793397E0
9.255101418E1,-1.903390288E-1,2.523488522E0,9.698910713E0,1.002362670E1
9.256112518E1,-1.101332754E-1,2.433706045E0,9.461885452E0,9.770482627E0
9.257120118E1,-1.759738177E-1,2.464830637E0,9.445125580E0,9.763029964E0
9.258171418E1,2.992752194E-2,2.448071241E0,9.585186958E0,9.892914509E0
9.259110218E1,-3.064578176E-1,2.506729126E0,9.471462250E0,9.802357087E0
9.260106818E1,-1.675941199E-1,2.333149672E0,9.291896820E0,9.581806807E0
9.261115918E1,5.985504016E-3,2.416946650E0,9.743204117E0,1.003851052E1
9.262092718E1,-2.394201700E-3,2.697068214E0,9.592369080E0,9.964322719E0
9.263108018E1,4.548983276E-2,2.294842243E0,9.439140320E0,9.714203015E0
9.264114818E1,-3.399766386E-1,2.450465441E0,9.595960617E0,9.909733859E0
9.265098418E1,2.394201607E-2,2.577358246E0,9.532513618E0,9.874824790E0
9.266090918E1,-6.584054977E-2,2.409764051E0,9.415198326E0,9.718912351E0
9.267105718E1,-4.513070285E-1,2.443282843E0,9.545681953E0,9.863739303E0
9.268124818E1,-1.197100803E-2,2.456450939E0,9.679757118E0,9.986590629E0
9.269093318E1,-1.292868853E-1,2.325966835E0,9.253589630E0,9.542314073E0
9.270093118E1,-1.484405100E-1,2.664746523E0,1.000776291E1,1.035752031E1
9.271099318E1,-1.544260085E-1,2.349909067E0,9.411606789E0,9.701765940E0
9.272093318E1,-9.816227108E-2,2.461239338E0,9.536105156E0,9.849093179E0
9.273129918E1,-2.657563984E-1,2.445677042E0,9.671378136E0,9.979354573E0
9.274092618E1,-5.027823523E-2,2.335543871E0,9.607931137E0,9.887852841E0
9.275090018E1,-5.027823523E-2,2.636016130E0,9.554061890E0,9.911165801E0
9.276116018E1,-2.226607651E-1,2.229001760E0,9.563638687E0,9.822485001E0
9.277086418E1,-5.626374111E-2,2.642001629E0,9.719262123E0,1.007210973E1
9.278125618E1,-8.259996027E-2,2.421735048E0,9.428366661E0,9.734768682E0
9.279091318E1,-1.867477298E-1,2.474407434E0,9.624691010E0,9.939428751E0
9.280116718E1,-1.915361360E-2,2.381033659E0,9.512163162E0,9.805658375E0
9.281093518E1,-1.651999205E-1,2.385822058E0,9.296685219E0,9.599364248E0
9.282090618E1,-1.460463107E-1,2.426523447E0,9.568427086E0,9.872392945E0
9.283105218E1,-2.059013397E-1,2.506729126E0,9.664195061E0,9.986128001E0
9.284115418E1,-6.464344263E-2,2.537853718E0,9.534908295E0,9.867084496E0
9.285090018E1,-1.807622313E-1,2.402581453E0,9.595960617E0,9.893812854E0
9.286096518E1,-2.382230759E-1,2.430114746E0,9.665391922E0,9.969052559E0
9.287137318E1,-6.464344263E-2,2.468421936E0,9.634267807E0,9.945672517E0
9.288108518E1,-2.106897533E-1,2.446874142E0,9.482235909E0,9.795120268E0
9.289092418E1,-1.831564307E-1,2.378639460E0,9.825803757E0,1.011127546E1
9.290089218E1,-1.256955862E-1,2.294842243E0,9.440337181E0,9.716072581E0
9.291100518E1,-2.118868530E-1,2.492363930E0,9.744400978E0,1.006032427E1
9.292096318E1,1.508347094E-1,2.618059635E0,9.537302017E0,9.891264688E0
9.293215118E1,-3.830722570E-1,2.336740971E0,9.414001465E0,9.707240921E0
9.294119018E1,-5.147533491E-2,2.534262419E0,9.752780914E0,1.007679866E1
9.295122618E1,-7.182605099E-3,2.322375536E0,9.327810287E0,9.612571169E0
9.296094118E1,-2.094926536E-1,2.565387011E0,9.653421402E0,9.990677777E0
9.297101818E1,-2.094926536E-1,2.383427858E0,9.702502251E0,9.993155931E0
9.298101218E1,-1.376665980E-1,2.540247917E0,9.458293915E0,9.794444106E0
9.299110718E1,-1.089361757E-1,2.376245260E0,9.472659111E0,9.766764012E0
9.300085018E1,-3.591302633E-1,2.481590033E0,9.783905029E0,1.010010204E1
9.301120718E1,5.386953801E-2,2.548627615E0,9.580398560E0,9.913750108E0
9.302089818E1,-2.118868530E-1,2.244564056E0,9.284713745E0,9.554521085E0
9.303090218E1,-1.867477298E-1,2.586935043E0,9.829395294E0,1.016583098E1
9.304090918E1,-1.867477298E-1,2.261323452E0,9.396044731E0,9.666132373E0
9.305137418E1,-1.687912196E-1,2.622848034E0,9.623494148E0,9.975944161E0
9.306118218E1,-1.316810995E-1,2.318784237E0,9.532513618E0,9.811366680E0
9.307092618E1,-9.576806426E-2,2.634819031E0,9.896432877E0,1.024162226E1
9.308088118E1,-2.525882721E-1,2.391807556E0,9.473855972E0,9.774379326E0
9.309101118E1,-8.259996027E-2,2.384624958E0,9.578003883E0,9.870735400E0
9.310089318E1,-1.316810958E-2,2.503137827E0,9.769539833E0,1.008512672E1
9.311108918E1,-2.238578647E-1,2.477998734E0,9.414001465E0,9.737248772E0
9.312087218E1,-1.328781992E-1,2.403778553E0,9.631873131E0,9.928181503E0
9.313101418E1,-1.711854190E-1,2.523488522E0,9.512163162E0,9.842690018E0
9.314086018E1,-1.448491961E-1,2.327163935E0,9.670180321E0,9.947314246E0
9.315148818E1,-1.580173075E-1,2.535459518E0,9.738415718E0,1.006430649E1
9.316089718E1,-1.795651317E-1,2.391807556E0,9.405621529E0,9.706631927E0
9.317105418E1,-1.759738177E-1,2.433706045E0,9.546878815E0,9.853770192E0
9.318090018E1,-1.065419763E-1,2.528276920E0,9.574412346E0,9.903176619E0
9.319087418E1,-1.017535701E-1,2.371456861E0,9.536105156E0,9.827078049E0
9.320091718E1,-1.867477298E-1,2.444479942E0,9.768342972E0,1.007128995E1
9.321092118E1,-1.089361757E-1,2.553416014E0,9.540893555E0,9.877269372E0
9.322096618E1,-9.576806426E-2,2.381033659E0,9.539696693E0,9.832817796E0
9.323105218E1,-1.233013868E-1,2.596511841E0,9.884461403E0,1.022055058E1
9.324098718E1,-2.070984542E-1,2.260126352E0,9.203310966E0,9.479029151E0
9.325105918E1,-3.711012751E-2,2.662352324E0,9.878476143E0,1.023102087E1
9.326094218E1,-8.499415964E-2,2.398990154E0,9.448717117E0,9.748878547E0
9.327100518E1,-4.489128292E-1,2.401384354E0,9.597157478E0,9.903211661E0
9.328104518E1,2.154781483E-2,2.462436438E0,9.825803757E0,1.012968297E1
9.329110718E1,-1.424549967E-1,2.524685621E0,9.470264435E0,9.802052814E0
9.330096118E1,-3.866635859E-1,2.440888643E0,9.706093788E0,1.001577270E1
9.331105018E1,7.661445439E-2,2.395398855E0,9.524134636E0,9.821046075E0
9.332093818E1,-2.932897210E-1,2.464830637E0,9.721655846E0,1.003354381E1
9.333126818E1,-1.077390760E-1,2.446874142E0,9.640253067E0,9.946520998E0
9.334124318E1,-1.173158810E-1,2.394201756E0,9.587580681E0,9.882695400E0
9.335106818E1,-2.944868207E-1,2.499546528E0,9.806650162E0,1.012446753E1
9.336099418E1,-7.541735470E-2,2.553416014E0,9.633070946E0,9.966026137E0
9.337119718E1,-3.711012751E-2,2.377442360E0,9.477447510E0,9.771162706E0
9.338094518E1,-2.477998734E-1,2.523488522E0,9.694122314E0,1.002024982E1
9.339095618E1,-1.496376097E-1,2.315192938E0,9.706093788E0,9.979517342E0
9.340097018E1,4.429273307E-2,2.642001629E0,9.719262123E0,1.007204997E1
9.341100618E1,-3.088520169E-1,2.349909067E0,9.642647743E0,9.929658488E0
9.342098118E1,-3.734954596E-1,2.415749550E0,9.683348656E0,9.987121003E0
9.343085718E1,2.214636505E-1,2.524685621E0,9.643844604E0,9.971299935E0
9.344096718E1,-1.388636976E-1,2.424129248E0,9.518148422E0,9.822974861E0
9.345086818E1,-2.513911761E-2,2.442085743E0,9.715670586E0,1.001791743E1
9.346091918E1,-8.140286058E-2,2.460042238E0,9.470264435E0,9.784903817E0
9.347085718E1,-8.259996027E-2,2.596511841E0,9.864110947E0,1.020045986E1
9.348094818E1,-1.460463107E-1,2.177526474E0,9.431957245E0,9.681155331E0
9.349091218E1,-2.501940727E-1,2.642001629E0,9.811438560E0,1.016400985E1
9.350097718E1,-1.436521020E-2,2.415749550E0,9.506177902E0,9.808336788E0
9.351102118E1,-1.352723986E-1,2.456450939E0,9.737217903E0,1.004319981E1
9.352093618E1,-2.346317619E-1,2.527079821E0,9.704896927E0,1.003126158E1
9.353105218E1,-2.142810524E-1,2.359485865E0,9.530119896E0,9.820197307E0
9.354103918E1,-1.675941199E-1,2.510320425E0,9.740809441E0,1.006047539E1
9.355092818E1,-2.513911761E-2,2.408566952E0,9.472659111E0,9.774103405E0
9.356094618E1,-1.568202078E-1,2.497152328E0,9.816226959E0,1.013008756E1
9.357100818E1,-3.040636182E-1,2.323572636E0,9.488221169E0,9.773320082E0
9.358111118E1,-1.675941236E-2,2.558204412E0,9.859322548E0,1.018582013E1
9.359113418E1,-1.903390288E-1,2.527079821E0,9.631873131E0,9.959685807E0
9.360114818E1,-5.267243832E-2,2.340332270E0,9.701305389E0,9.979742270E0
9.361089118E1,-2.298433632E-1,2.363077164E0,9.583989143E0,9.873692802E0
9.362090018E1,-9.696517140E-2,2.642001629E0,9.799467087E0,1.014983399E1
9.363099818E1,-2.489969730E-1,2.212242365E0,9.455899239E0,9.714424645E0
9.364088418E1,-1.233013868E-1,2.850297213E0,1.001853657E1,1.041683601E1
9.365096818E1,-2.513911724E-1,2.203862667E0,9.451110840E0,9.707919668E0
9.366099518E1,-7.661445439E-2,2.498349428E0,9.629479408E0,9.948592529E0
9.367131718E1,-1.256955862E-1,2.498349428E0,9.710882187E0,1.002790018E1
9.368089918E1,-2.274491638E-1,2.333149672E0,9.522936821E0,9.807224185E0
9.369088118E1,-1.244984865E-1,2.580949545E0,9.807847023E0,1.014251762E1
9.370106618E1,-1.795651317E-1,2.351106167E0,9.658209801E0,9.941879118E0
9.371091518E1,-1.795651205E-2,2.437297344E0,9.471462250E0,9.780047951E0
9.372095318E1,-4.070143029E-2,2.433706045E0,9.708487511E0,1.000896156E1
9.373103118E1,-1.879448295E-1,2.474407434E0,9.724050522E0,1.003569499E1
9.374089418E1,-4.788403213E-2,2.458845139E0,9.575610161E0,9.886380645E0
9.375101418E1,-1.400607973E-1,2.448071241E0,9.576807022E0,9.885742388E0
9.376092418E1,-2.920926213E-1,2.463633537E0,9.764751434E0,1.007497786E1
9.377084518E1,1.376665980E-1,2.497152328E0,9.593565941E0,9.914193326E0
9.378093118E1,-4.261679053E-1,2.323572636E0,9.507374763E0,9.796467923E0
9.379097918E1,-1.041477770E-1,2.516305923E0,1.017535686E1,1.048239141E1
9.380094618E1,-1.149216816E-1,2.373851061E0,9.494206429E0,9.787151351E0
9.381104518E1,-1.747767180E-1,2.650381327E0,9.780313492E0,1.013457449E1
9.382090318E1,-2.980781198E-1,2.229001760E0,9.715670586E0,9.972540015E0
9.383107718E1,5.985504016E-3,2.457648039E0,9.524134636E0,9.836117642E0
9.384091918E1,-1.616086215E-1,2.591723442E0,9.837775230E0,1.017472207E1
9.385090818E1,-1.903390288E-1,2.258929253E0,9.476250648E0,9.743629543E0
9.386088718E1,-2.118868530E-1,2.649184227E0,9.779116631E0,1.013381444E1
9.387083918E1,-1.556231081E-2,2.444479942E0,9.561244011E0,9.868794831E0
9.388095918E1,-1.472434103E-1,2.494758129E0,9.582792282E0,9.903302816E0
9.389102918E1,-2.825157940E-1,2.357091665E0,9.791088104E0,1.007477556E1
9.390105318E1,-2.753331885E-2,2.555810213E0,9.658209801E0,9.990692693E0
9.391105818E1,-1.520318091E-1,2.282871246E0,9.433155060E0,9.706648710E0
9.392092718E1,-2.334346622E-1,2.610877037E0,1.011789608E1,1.045193722E1
9.393088518E1,-1.891419291E-1,2.428917646E0,9.502586365E0,9.809921673E0
9.394089418E1,-1.388636976E-1,2.430114746E0,9.692925453E0,9.993875357E0
9.395104518E1,-1.604115069E-1,2.404975653E0,9.837775230E0,1.012874431E1
9.396100618E1,-1.675941199E-1,2.457648039E0,9.458293915E0,9.773814273E0
9.397104018E1,-2.166752517E-1,2.487575531E0,9.834183693E0,1.014623817E1
9.398089618E1,-1.005564705E-1,2.354697466E0,9.619902611E0,9.904404980E0
9.399116618E1,-1.364694983E-1,2.536656618E0,9.810241699E0,1.013380940E1
9.400103118E1,-1.053448766E-1,2.607285738E0,1.006522369E1,1.039796925E1
9.401105418E1,-3.351882473E-2,2.300827742E0,9.455899239E0,9.731852969E0
9.402126518E1,-1.999158412E-1,2.609679937E0,9.715670586E0,1.006204008E1
9.403094018E1,-2.609679997E-1,2.396595955E0,9.850942612E0,1.014163926E1
9.404096218E1,7.182604820E-2,2.636016130E0,9.404424667E0,9.767135882E0
9.405100318E1,-2.777273953E-1,2.280477047E0,9.706093788E0,9.974265120E0
9.406109018E1,-2.621650994E-1,2.430114746E0,9.611522675E0,9.917436985E0
9.407093218E1,1.340752989E-1,2.454056740E0,9.730035782E0,1.003563486E1
9.408098618E1,-4.261679053E-1,2.357091665E0,9.538499832E0,9.834657048E0
9.409104418E1,-2.873042040E-2,2.521094322E0,1.002332497E1,1.033555927E1
9.410093418E1,-1.364694983E-1,2.372653961E0,9.489418030E0,9.782492795E0
9.411114318E1,-8.259996027E-2,2.454056740E0,9.765948296E0,1.006990384E1
9.412090618E1,-3.591302633E-1,2.504334927E0,9.836577415E0,1.015671813E1
9.413101318E1,7.781155407E-2,2.347514868E0,9.482235909E0,9.768811520E0
9.414093418E1,-4.285621047E-1,2.642001629E0,9.787496567E0,1.014686785E1
9.415091318E1,-1.256955862E-1,2.315192938E0,9.708487511E0,9.981515289E0
9.416091118E1,-3.711012751E-2,2.479195833E0,9.630676270E0,9.944733005E0
9.417090418E1,-2.489969730E-1,2.352303267E0,9.640253067E0,9.926218280E0
9.418096618E1,-2.286462635E-1,2.578555346E0,9.860519409E0,1.019465889E1
9.419114018E1,7.661445439E-2,2.425326347E0,9.605537415E0,9.907291592E0
9.420108018E1,-3.004723191E-1,2.498349428E0,9.751583099E0,1.007101814E1
9.421092518E1,-2.609679997E-1,2.424129248E0,9.684545517E0,9.986737644E0
9.422088418E1,-5.267243832E-2,2.552218914E0,9.757569313E0,1.008596821E1
9.423092218E1,-3.208230138E-1,2.355894566E0,9.612719536E0,9.902400895E0
9.424103618E1,5.985504016E-3,2.370259762E0,9.704896927E0,9.990154730E0
9.425099318E1,-6.344634295E-2,2.524685621E0,9.979032516E0,1.029364624E1
9.426093118E1,-4.393360019E-1,2.396595955E0,9.398438454E0,9.709136607E0
9.427104918E1,-4.070143029E-2,2.585737944E0,9.440337181E0,9.788138915E0
9.428127718E1,-2.920926213E-1,2.689885616E0,1.004846478E1,1.040636570E1
9.429117718E1,-7.661445439E-2,2.157175779E0,9.210494041E0,9.460046385E0
9.430095018E1,-1.352723986E-1,2.577358246E0,9.776722908E0,1.011164601E1
9.431101518E1,-2.657563984E-1,2.395398855E0,9.770736694E0,1.006359070E1
9.432098618E1,1.496376097E-1,2.588132143E0,9.597157478E0,9.941139324E0
9.433103618E1,-3.447650373E-1,2.375048161E0,9.753977776E0,1.004488921E1
9.434086918E1,-1.065419763E-1,2.464830637E0,9.828198433E0,1.013312517E1
9.435091418E1,-5.746084079E-2,2.376245260E0,9.649829865E0,9.938262408E0
9.436097818E1,-2.274491638E-1,2.603694439E0,9.906009674E0,1.024499807E1
9.437108718E1,-2.418143749E-1,2.311601639E0,9.733627319E0,1.000727121E1
9.438091618E1,-1.592144072E-1,2.602497339E0,9.716867447E0,1.006060906E1
9.439112018E1,-6.703764945E-2,2.238578558E0,9.562441826E0,9.821202660E0
9.440086418E1,-2.382230759E-1,2.568978310E0,9.710882187E0,1.004776754E1
9.441095718E1,-6.703764945E-2,2.349909067E0,9.495404243E0,9.782089164E0
9.442098718E1,-1.065419763E-1,2.425326347E0,9.536105156E0,9.840267305E0
9.443100918E1,-2.944868207E-1,2.432508945E0,9.968258858E0,1.026498938E1
9.444094118E1,-3.830722719E-2,2.460042238E0,9.647436142E0,9.956219130E0
9.445114818E1,-1.472434103E-1,2.443282843E0,9.690531731E0,9.994884536E0
9.446087518E1,-3.004723191E-1,2.519897223E0,9.920374870E0,1.023982437E1
9.447100118E1,-4.668693244E-2,2.372653961E0,9.619902611E0,9.908289092E0
9.448098518E1,-3.411737382E-1,2.585737944E0,9.792284966E0,1.013367086E1
9.449107818E1,-1.077390742E-2,2.455253839E0,9.752780914E0,1.005709317E1
9.450098718E1,-3.208230138E-1,2.394201756E0,9.501389503E0,9.803648910E0
9.451127218E1,-4.788403213E-2,2.573766708E0,9.767146111E0,1.010067874E1
9.452099218E1,-2.262520641E-1,2.158372879E0,9.696516991E0,9.936408065E0
9.453100818E1,-1.209071875E-1,2.762908697E0,9.726444244E0,1.011197313E1
9.454095518E1,-7.900865376E-2,2.335543871E0,9.581595421E0,9.862452958E0
9.455090018E1,-1.640028208E-1,2.317587137E0,9.964667320E0,1.023194517E1
9.456089518E1,1.556231081E-2,2.449268341E0,9.502586365E0,9.813169988E0
9.457092518E1,-2.849099934E-1,2.328361034E0,9.834183693E0,1.011007457E1
9.458094818E1,-1.556231081E-1,2.602497339E0,9.889249802E0,1.022714391E1
9.459093718E1,-2.657563984E-1,2.292448044E0,9.387664795E0,9.667170982E0
9.460094918E1,8.379706182E-3,2.712630510E0,9.946710587E0,1.030997022E1
9.461095618E1,-2.310404629E-1,2.239775658E0,9.419986725E0,9.685356193E0
9.462109218E1,-2.358288616E-1,2.578555346E0,9.876082420E0,1.020987595E1
9.463094918E1,-1.663970202E-1,2.427720547E0,9.722852707E0,1.002274313E1
9.464096718E1,-1.089361757E-1,2.428917646E0,9.606734276E0,9.909634275E0
9.465126618E1,-7.182604820E-2,2.433706045E0,9.670180321E0,9.971984333E0
